"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","<1 yrs","2016","2016","1","Congenital Anomalies","2542"
"United States","Males","All Races,","<1 yrs","2016","2016","2","Short Gestation","2271"
"United States","Males","All Races,","<1 yrs","2016","2016","3","SIDS","874"
"United States","Males","All Races,","<1 yrs","2016","2016","4","Maternal Pregnancy Comp.","782"
"United States","Males","All Races,","<1 yrs","2016","2016","5","Unintentional Injury","706"
"United States","Males","All Races,","<1 yrs","2016","2016","6","Placenta  Cord Membranes","465"
"United States","Males","All Races,","<1 yrs","2016","2016","7","Bacterial Sepsis","310"
"United States","Males","All Races,","<1 yrs","2016","2016","8","Respiratory Distress","267"
"United States","Males","All Races,","<1 yrs","2016","2016","9","Circulatory System Disease","244"
"United States","Males","All Races,","<1 yrs","2016","2016","10","Neonatal Hemorrhage","240"
"United States","Males","All Races,","1-4 yrs","2016","2016","1","Unintentional Injury","776"
"United States","Males","All Races,","1-4 yrs","2016","2016","2","Congenital Anomalies","206"
"United States","Males","All Races,","1-4 yrs","2016","2016","2","Malignant Neoplasms","206"
"United States","Males","All Races,","1-4 yrs","2016","2016","3","Homicide","176"
"United States","Males","All Races,","1-4 yrs","2016","2016","4","Heart Disease","62"
"United States","Males","All Races,","1-4 yrs","2016","2016","5","Influenza & Pneumonia","53"
"United States","Males","All Races,","1-4 yrs","2016","2016","6","Septicemia","37"
"United States","Males","All Races,","1-4 yrs","2016","2016","7","Perinatal Period","35"
"United States","Males","All Races,","1-4 yrs","2016","2016","8","Chronic Low. Respiratory Disease","34"
"United States","Males","All Races,","1-4 yrs","2016","2016","9","Cerebrovascular","28"
"United States","Males","All Races,","5-9 yrs","2016","2016","1","Unintentional Injury","469"
"United States","Males","All Races,","5-9 yrs","2016","2016","2","Malignant Neoplasms","253"
"United States","Males","All Races,","5-9 yrs","2016","2016","3","Congenital Anomalies","99"
"United States","Males","All Races,","5-9 yrs","2016","2016","4","Homicide","77"
"United States","Males","All Races,","5-9 yrs","2016","2016","5","Chronic Low. Respiratory Disease","39"
"United States","Males","All Races,","5-9 yrs","2016","2016","6","Heart Disease","37"
"United States","Males","All Races,","5-9 yrs","2016","2016","7","Influenza & Pneumonia","27"
"United States","Males","All Races,","5-9 yrs","2016","2016","8","Cerebrovascular","24"
"United States","Males","All Races,","5-9 yrs","2016","2016","9","Benign Neoplasms","21"
"United States","Males","All Races,","5-9 yrs","2016","2016","10","Septicemia","20"
"United States","Males","All Races,","10-14 yrs","2016","2016","1","Unintentional Injury","521"
"United States","Males","All Races,","10-14 yrs","2016","2016","2","Suicide","265"
"United States","Males","All Races,","10-14 yrs","2016","2016","3","Malignant Neoplasms","237"
"United States","Males","All Races,","10-14 yrs","2016","2016","4","Homicide","90"
"United States","Males","All Races,","10-14 yrs","2016","2016","5","Congenital Anomalies","88"
"United States","Males","All Races,","10-14 yrs","2016","2016","6","Heart Disease","62"
"United States","Males","All Races,","10-14 yrs","2016","2016","7","Chronic Low. Respiratory Disease","47"
"United States","Males","All Races,","10-14 yrs","2016","2016","8","Cerebrovascular","31"
"United States","Males","All Races,","10-14 yrs","2016","2016","9","Influenza & Pneumonia","22"
"United States","Males","All Races,","10-14 yrs","2016","2016","10","Septicemia","17"
"United States","Males","All Races,","15-24 yrs","2016","2016","1","Unintentional Injury","10241"
"United States","Males","All Races,","15-24 yrs","2016","2016","2","Suicide","4575"
"United States","Males","All Races,","15-24 yrs","2016","2016","3","Homicide","4479"
"United States","Males","All Races,","15-24 yrs","2016","2016","4","Malignant Neoplasms","902"
"United States","Males","All Races,","15-24 yrs","2016","2016","5","Heart Disease","629"
"United States","Males","All Races,","15-24 yrs","2016","2016","6","Congenital Anomalies","231"
"United States","Males","All Races,","15-24 yrs","2016","2016","7","Chronic Low. Respiratory Disease","127"
"United States","Males","All Races,","15-24 yrs","2016","2016","8","Diabetes Mellitus","121"
"United States","Males","All Races,","15-24 yrs","2016","2016","9","Influenza & Pneumonia","105"
"United States","Males","All Races,","15-24 yrs","2016","2016","10","Cerebrovascular","92"
"United States","Males","All Races,","25-34 yrs","2016","2016","1","Unintentional Injury","17737"
"United States","Males","All Races,","25-34 yrs","2016","2016","2","Suicide","5887"
"United States","Males","All Races,","25-34 yrs","2016","2016","3","Homicide","4540"
"United States","Males","All Races,","25-34 yrs","2016","2016","4","Heart Disease","2304"
"United States","Males","All Races,","25-34 yrs","2016","2016","5","Malignant Neoplasms","1825"
"United States","Males","All Races,","25-34 yrs","2016","2016","6","Liver Disease","565"
"United States","Males","All Races,","25-34 yrs","2016","2016","7","Diabetes Mellitus","456"
"United States","Males","All Races,","25-34 yrs","2016","2016","8","HIV","403"
"United States","Males","All Races,","25-34 yrs","2016","2016","9","Cerebrovascular","331"
"United States","Males","All Races,","25-34 yrs","2016","2016","10","Congenital Anomalies","245"
"United States","Males","All Races,","35-44 yrs","2016","2016","1","Unintentional Injury","14981"
"United States","Males","All Races,","35-44 yrs","2016","2016","2","Heart Disease","7147"
"United States","Males","All Races,","35-44 yrs","2016","2016","3","Suicide","5294"
"United States","Males","All Races,","35-44 yrs","2016","2016","4","Malignant Neoplasms","4625"
"United States","Males","All Races,","35-44 yrs","2016","2016","5","Homicide","2708"
"United States","Males","All Races,","35-44 yrs","2016","2016","6","Liver Disease","1761"
"United States","Males","All Races,","35-44 yrs","2016","2016","7","Diabetes Mellitus","1238"
"United States","Males","All Races,","35-44 yrs","2016","2016","8","Cerebrovascular","1060"
"United States","Males","All Races,","35-44 yrs","2016","2016","9","HIV","644"
"United States","Males","All Races,","35-44 yrs","2016","2016","10","Influenza & Pneumonia","492"
"United States","Males","All Races,","45-54 yrs","2016","2016","1","Heart Disease","23754"
"United States","Males","All Races,","45-54 yrs","2016","2016","2","Malignant Neoplasms","19933"
"United States","Males","All Races,","45-54 yrs","2016","2016","3","Unintentional Injury","15936"
"United States","Males","All Races,","45-54 yrs","2016","2016","4","Suicide","6198"
"United States","Males","All Races,","45-54 yrs","2016","2016","5","Liver Disease","5424"
"United States","Males","All Races,","45-54 yrs","2016","2016","6","Diabetes Mellitus","3984"
"United States","Males","All Races,","45-54 yrs","2016","2016","7","Cerebrovascular","2978"
"United States","Males","All Races,","45-54 yrs","2016","2016","8","Chronic Low. Respiratory Disease","1931"
"United States","Males","All Races,","45-54 yrs","2016","2016","9","Homicide","1628"
"United States","Males","All Races,","45-54 yrs","2016","2016","10","HIV","1344"
"United States","Males","All Races,","55-64 yrs","2016","2016","1","Malignant Neoplasms","63763"
"United States","Males","All Races,","55-64 yrs","2016","2016","2","Heart Disease","54258"
"United States","Males","All Races,","55-64 yrs","2016","2016","3","Unintentional Injury","15174"
"United States","Males","All Races,","55-64 yrs","2016","2016","4","Liver Disease","9175"
"United States","Males","All Races,","55-64 yrs","2016","2016","5","Chronic Low. Respiratory Disease","9064"
"United States","Males","All Races,","55-64 yrs","2016","2016","6","Diabetes Mellitus","8776"
"United States","Males","All Races,","55-64 yrs","2016","2016","7","Cerebrovascular","7160"
"United States","Males","All Races,","55-64 yrs","2016","2016","8","Suicide","5745"
"United States","Males","All Races,","55-64 yrs","2016","2016","9","Nephritis","3238"
"United States","Males","All Races,","55-64 yrs","2016","2016","10","Septicemia","3222"
"United States","Males","All Races,","65+ yrs","2016","2016","1","Heart Disease","250840"
"United States","Males","All Races,","65+ yrs","2016","2016","2","Malignant Neoplasms","222788"
"United States","Males","All Races,","65+ yrs","2016","2016","3","Chronic Low. Respiratory Disease","61221"
