"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2019","2019","1","Congenital Anomalies","2053"
"United States","Females","All Races,","<1 yrs","2019","2019","2","Short Gestation","1481"
"United States","Females","All Races,","<1 yrs","2019","2019","3","Maternal Pregnancy Comp.","541"
"United States","Females","All Races,","<1 yrs","2019","2019","4","SIDS","539"
"United States","Females","All Races,","<1 yrs","2019","2019","5","Unintentional Injury","513"
"United States","Females","All Races,","<1 yrs","2019","2019","6","Placenta  Cord Membranes","338"
"United States","Females","All Races,","<1 yrs","2019","2019","7","Bacterial Sepsis","259"
"United States","Females","All Races,","<1 yrs","2019","2019","8","Circulatory System Disease","179"
"United States","Females","All Races,","<1 yrs","2019","2019","9","Respiratory Distress","177"
"United States","Females","All Races,","<1 yrs","2019","2019","10","Necrotizing Enterocolitis","163"
"United States","Females","All Races,","1-4 yrs","2019","2019","1","Unintentional Injury","477"
"United States","Females","All Races,","1-4 yrs","2019","2019","2","Congenital Anomalies","207"
"United States","Females","All Races,","1-4 yrs","2019","2019","3","Malignant Neoplasms","135"
"United States","Females","All Races,","1-4 yrs","2019","2019","4","Homicide","122"
"United States","Females","All Races,","1-4 yrs","2019","2019","5","Heart Disease","61"
"United States","Females","All Races,","1-4 yrs","2019","2019","6","Influenza & Pneumonia","58"
"United States","Females","All Races,","1-4 yrs","2019","2019","7","Perinatal Period","32"
"United States","Females","All Races,","1-4 yrs","2019","2019","8","Septicemia","29"
"United States","Females","All Races,","1-4 yrs","2019","2019","9","Cerebrovascular","22"
"United States","Females","All Races,","1-4 yrs","2019","2019","10","Benign Neoplasms","20"
"United States","Females","All Races,","5-9 yrs","2019","2019","1","Unintentional Injury","297"
"United States","Females","All Races,","5-9 yrs","2019","2019","2","Malignant Neoplasms","178"
"United States","Females","All Races,","5-9 yrs","2019","2019","3","Congenital Anomalies","86"
"United States","Females","All Races,","5-9 yrs","2019","2019","4","Homicide","58"
"United States","Females","All Races,","5-9 yrs","2019","2019","5","Heart Disease","48"
"United States","Females","All Races,","5-9 yrs","2019","2019","6","Influenza & Pneumonia","28"
"United States","Females","All Races,","5-9 yrs","2019","2019","7","Chronic Low. Respiratory Disease","23"
"United States","Females","All Races,","5-9 yrs","2019","2019","8","Septicemia","22"
"United States","Females","All Races,","5-9 yrs","2019","2019","9","Benign Neoplasms","19"
"United States","Females","All Races,","5-9 yrs","2019","2019","10","Cerebrovascular","17"
"United States","Females","All Races,","10-14 yrs","2019","2019","1","Unintentional Injury","268"
"United States","Females","All Races,","10-14 yrs","2019","2019","2","Suicide","203"
"United States","Females","All Races,","10-14 yrs","2019","2019","3","Malignant Neoplasms","183"
"United States","Females","All Races,","10-14 yrs","2019","2019","4","Congenital Anomalies","83"
"United States","Females","All Races,","10-14 yrs","2019","2019","5","Homicide","51"
"United States","Females","All Races,","10-14 yrs","2019","2019","6","Heart Disease","44"
"United States","Females","All Races,","10-14 yrs","2019","2019","7","Influenza & Pneumonia","41"
"United States","Females","All Races,","10-14 yrs","2019","2019","8","Chronic Low. Respiratory Disease","27"
"United States","Females","All Races,","10-14 yrs","2019","2019","9","Cerebrovascular","24"
"United States","Females","All Races,","10-14 yrs","2019","2019","10","Benign Neoplasms","18"
"United States","Females","All Races,","15-24 yrs","2019","2019","1","Unintentional Injury","3226"
"United States","Females","All Races,","15-24 yrs","2019","2019","2","Suicide","1154"
"United States","Females","All Races,","15-24 yrs","2019","2019","3","Homicide","693"
"United States","Females","All Races,","15-24 yrs","2019","2019","4","Malignant Neoplasms","561"
"United States","Females","All Races,","15-24 yrs","2019","2019","5","Heart Disease","346"
"United States","Females","All Races,","15-24 yrs","2019","2019","6","Congenital Anomalies","169"
"United States","Females","All Races,","15-24 yrs","2019","2019","7","Complicated Pregnancy","150"
"United States","Females","All Races,","15-24 yrs","2019","2019","8","Diabetes Mellitus","107"
"United States","Females","All Races,","15-24 yrs","2019","2019","9","Influenza & Pneumonia","84"
"United States","Females","All Races,","15-24 yrs","2019","2019","10","Cerebrovascular","65"
"United States","Females","All Races,","25-34 yrs","2019","2019","1","Unintentional Injury","6598"
"United States","Females","All Races,","25-34 yrs","2019","2019","2","Malignant Neoplasms","1833"
"United States","Females","All Races,","25-34 yrs","2019","2019","3","Suicide","1526"
"United States","Females","All Races,","25-34 yrs","2019","2019","4","Heart Disease","1167"
"United States","Females","All Races,","25-34 yrs","2019","2019","5","Homicide","807"
"United States","Females","All Races,","25-34 yrs","2019","2019","6","Complicated Pregnancy","532"
"United States","Females","All Races,","25-34 yrs","2019","2019","7","Liver Disease","418"
"United States","Females","All Races,","25-34 yrs","2019","2019","8","Diabetes Mellitus","325"
"United States","Females","All Races,","25-34 yrs","2019","2019","9","Cerebrovascular","276"
"United States","Females","All Races,","25-34 yrs","2019","2019","10","Influenza & Pneumonia","210"
"United States","Females","All Races,","35-44 yrs","2019","2019","1","Unintentional Injury","6594"
"United States","Females","All Races,","35-44 yrs","2019","2019","2","Malignant Neoplasms","6174"
"United States","Females","All Races,","35-44 yrs","2019","2019","3","Heart Disease","3309"
"United States","Females","All Races,","35-44 yrs","2019","2019","4","Suicide","1710"
"United States","Females","All Races,","35-44 yrs","2019","2019","5","Liver Disease","1257"
"United States","Females","All Races,","35-44 yrs","2019","2019","6","Diabetes Mellitus","833"
"United States","Females","All Races,","35-44 yrs","2019","2019","7","Cerebrovascular","782"
"United States","Females","All Races,","35-44 yrs","2019","2019","8","Homicide","688"
"United States","Females","All Races,","35-44 yrs","2019","2019","9","Influenza & Pneumonia","427"
"United States","Females","All Races,","35-44 yrs","2019","2019","10","Complicated Pregnancy","398"
"United States","Females","All Races,","45-54 yrs","2019","2019","1","Malignant Neoplasms","18529"
"United States","Females","All Races,","45-54 yrs","2019","2019","2","Heart Disease","9141"
"United States","Females","All Races,","45-54 yrs","2019","2019","3","Unintentional Injury","6812"
"United States","Females","All Races,","45-54 yrs","2019","2019","4","Liver Disease","2878"
