"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2017","2017","1","Congenital Anomalies","2193"
"United States","Females","All Races,","<1 yrs","2017","2017","2","Short Gestation","1614"
"United States","Females","All Races,","<1 yrs","2017","2017","3","Maternal Pregnancy Comp.","625"
"United States","Females","All Races,","<1 yrs","2017","2017","4","SIDS","569"
"United States","Females","All Races,","<1 yrs","2017","2017","5","Unintentional Injury","556"
"United States","Females","All Races,","<1 yrs","2017","2017","6","Placenta  Cord Membranes","353"
"United States","Females","All Races,","<1 yrs","2017","2017","7","Bacterial Sepsis","276"
"United States","Females","All Races,","<1 yrs","2017","2017","8","Circulatory System Disease","200"
"United States","Females","All Races,","<1 yrs","2017","2017","9","Respiratory Distress","179"
"United States","Females","All Races,","<1 yrs","2017","2017","10","Intrauterine Hypoxia","152"
"United States","Females","All Races,","1-4 yrs","2017","2017","1","Unintentional Injury","497"
"United States","Females","All Races,","1-4 yrs","2017","2017","2","Congenital Anomalies","199"
"United States","Females","All Races,","1-4 yrs","2017","2017","3","Malignant Neoplasms","141"
"United States","Females","All Races,","1-4 yrs","2017","2017","4","Homicide","135"
"United States","Females","All Races,","1-4 yrs","2017","2017","5","Heart Disease","60"
"United States","Females","All Races,","1-4 yrs","2017","2017","6","Influenza & Pneumonia","41"
"United States","Females","All Races,","1-4 yrs","2017","2017","7","Benign Neoplasms","25"
"United States","Females","All Races,","1-4 yrs","2017","2017","8","Cerebrovascular","24"
"United States","Females","All Races,","1-4 yrs","2017","2017","9","Perinatal Period","23"
"United States","Females","All Races,","1-4 yrs","2017","2017","10","Septicemia","22"
"United States","Females","All Races,","5-9 yrs","2017","2017","1","Unintentional Injury","297"
"United States","Females","All Races,","5-9 yrs","2017","2017","2","Malignant Neoplasms","219"
"United States","Females","All Races,","5-9 yrs","2017","2017","3","Congenital Anomalies","84"
"United States","Females","All Races,","5-9 yrs","2017","2017","4","Homicide","71"
"United States","Females","All Races,","5-9 yrs","2017","2017","5","Heart Disease","33"
"United States","Females","All Races,","5-9 yrs","2017","2017","6","Influenza & Pneumonia","32"
"United States","Females","All Races,","5-9 yrs","2017","2017","7","Chronic Low. Respiratory Disease","22"
"United States","Females","All Races,","5-9 yrs","2017","2017","8","Cerebrovascular","21"
