"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","<1 yrs","2013","2013","1","Congenital Anomalies","2562"
"United States","Males","All Races,","<1 yrs","2013","2013","2","Short Gestation","2297"
"United States","Males","All Races,","<1 yrs","2013","2013","3","SIDS","916"
"United States","Males","All Races,","<1 yrs","2013","2013","4","Maternal Pregnancy Comp.","901"
"United States","Males","All Races,","<1 yrs","2013","2013","5","Unintentional Injury","659"
"United States","Males","All Races,","<1 yrs","2013","2013","6","Placenta  Cord Membranes","530"
"United States","Males","All Races,","<1 yrs","2013","2013","7","Bacterial Sepsis","337"
"United States","Males","All Races,","<1 yrs","2013","2013","8","Respiratory Distress","296"
"United States","Males","All Races,","<1 yrs","2013","2013","9","Circulatory System Disease","259"
"United States","Males","All Races,","<1 yrs","2013","2013","10","Neonatal Hemorrhage","234"
"United States","Males","All Races,","1-4 yrs","2013","2013","1","Unintentional Injury","831"
"United States","Males","All Races,","1-4 yrs","2013","2013","2","Congenital Anomalies","232"
"United States","Males","All Races,","1-4 yrs","2013","2013","3","Homicide","184"
"United States","Males","All Races,","1-4 yrs","2013","2013","4","Malignant Neoplasms","183"
"United States","Males","All Races,","1-4 yrs","2013","2013","5","Heart Disease","96"
"United States","Males","All Races,","1-4 yrs","2013","2013","6","Influenza & Pneumonia","53"
"United States","Males","All Races,","1-4 yrs","2013","2013","7","Chronic Low. Respiratory Disease","38"
"United States","Males","All Races,","1-4 yrs","2013","2013","8","Septicemia","32"
"United States","Males","All Races,","1-4 yrs","2013","2013","9","Perinatal Period","29"
"United States","Males","All Races,","1-4 yrs","2013","2013","10","Cerebrovascular","22"
"United States","Males","All Races,","5-9 yrs","2013","2013","1","Unintentional Injury","450"
"United States","Males","All Races,","5-9 yrs","2013","2013","2","Malignant Neoplasms","241"
"United States","Males","All Races,","5-9 yrs","2013","2013","3","Congenital Anomalies","97"
"United States","Males","All Races,","5-9 yrs","2013","2013","4","Homicide","73"
"United States","Males","All Races,","5-9 yrs","2013","2013","5","Chronic Low. Respiratory Disease","50"
"United States","Males","All Races,","5-9 yrs","2013","2013","6","Influenza & Pneumonia","37"
"United States","Males","All Races,","5-9 yrs","2013","2013","7","Heart Disease","36"
"United States","Males","All Races,","5-9 yrs","2013","2013","8","Benign Neoplasms","24"
"United States","Males","All Races,","5-9 yrs","2013","2013","9","Septicemia","21"
"United States","Males","All Races,","5-9 yrs","2013","2013","10","Cerebrovascular","19"
"United States","Males","All Races,","10-14 yrs","2013","2013","1","Unintentional Injury","500"
"United States","Males","All Races,","10-14 yrs","2013","2013","2","Suicide","245"
"United States","Males","All Races,","10-14 yrs","2013","2013","3","Malignant Neoplasms","230"
"United States","Males","All Races,","10-14 yrs","2013","2013","4","Homicide","95"
"United States","Males","All Races,","10-14 yrs","2013","2013","5","Congenital Anomalies","79"
"United States","Males","All Races,","10-14 yrs","2013","2013","6","Heart Disease","57"
"United States","Males","All Races,","10-14 yrs","2013","2013","7","Chronic Low. Respiratory Disease","50"
"United States","Males","All Races,","10-14 yrs","2013","2013","8","Influenza & Pneumonia","33"
"United States","Males","All Races,","10-14 yrs","2013","2013","9","Cerebrovascular","25"
"United States","Males","All Races,","10-14 yrs","2013","2013","10","Benign Neoplasms","16"
"United States","Males","All Races,","15-24 yrs","2013","2013","1","Unintentional Injury","8545"
"United States","Males","All Races,","15-24 yrs","2013","2013","2","Suicide","3903"
"United States","Males","All Races,","15-24 yrs","2013","2013","3","Homicide","3765"
"United States","Males","All Races,","15-24 yrs","2013","2013","4","Malignant Neoplasms","859"
"United States","Males","All Races,","15-24 yrs","2013","2013","5","Heart Disease","628"
"United States","Males","All Races,","15-24 yrs","2013","2013","6","Congenital Anomalies","223"
"United States","Males","All Races,","15-24 yrs","2013","2013","7","Diabetes Mellitus","120"
"United States","Males","All Races,","15-24 yrs","2013","2013","8","Influenza & Pneumonia","114"
"United States","Males","All Races,","15-24 yrs","2013","2013","9","Chronic Low. Respiratory Disease","101"
"United States","Males","All Races,","15-24 yrs","2013","2013","10","Cerebrovascular","85"
"United States","Males","All Races,","25-34 yrs","2013","2013","1","Unintentional Injury","12025"
"United States","Males","All Races,","25-34 yrs","2013","2013","2","Suicide","5063"
"United States","Males","All Races,","25-34 yrs","2013","2013","3","Homicide","3555"
"United States","Males","All Races,","25-34 yrs","2013","2013","4","Heart Disease","2214"
"United States","Males","All Races,","25-34 yrs","2013","2013","5","Malignant Neoplasms","1857"
"United States","Males","All Races,","25-34 yrs","2013","2013","6","HIV","457"
"United States","Males","All Races,","25-34 yrs","2013","2013","7","Liver Disease","435"
"United States","Males","All Races,","25-34 yrs","2013","2013","8","Diabetes Mellitus","403"
"United States","Males","All Races,","25-34 yrs","2013","2013","9","Cerebrovascular","279"
