"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","<1 yrs","2009","2009","1","Congenital Anomalies","2766"
"United States","Males","All Races,","<1 yrs","2009","2009","2","Short Gestation","2547"
"United States","Males","All Races,","<1 yrs","2009","2009","3","SIDS","1304"
"United States","Males","All Races,","<1 yrs","2009","2009","4","Maternal Pregnancy Comp.","912"
"United States","Males","All Races,","<1 yrs","2009","2009","5","Unintentional Injury","699"
"United States","Males","All Races,","<1 yrs","2009","2009","6","Placenta  Cord Membranes","573"
"United States","Males","All Races,","<1 yrs","2009","2009","7","Bacterial Sepsis","368"
"United States","Males","All Races,","<1 yrs","2009","2009","8","Respiratory Distress","352"
"United States","Males","All Races,","<1 yrs","2009","2009","9","Circulatory System Disease","327"
"United States","Males","All Races,","<1 yrs","2009","2009","10","Neonatal Hemorrhage","315"
"United States","Males","All Races,","1-4 yrs","2009","2009","1","Unintentional Injury","925"
"United States","Males","All Races,","1-4 yrs","2009","2009","2","Congenital Anomalies","230"
"United States","Males","All Races,","1-4 yrs","2009","2009","3","Homicide","188"
"United States","Males","All Races,","1-4 yrs","2009","2009","4","Malignant Neoplasms","180"
"United States","Males","All Races,","1-4 yrs","2009","2009","5","Heart Disease","77"
"United States","Males","All Races,","1-4 yrs","2009","2009","6","Influenza & Pneumonia","64"
"United States","Males","All Races,","1-4 yrs","2009","2009","7","Septicemia","40"
"United States","Males","All Races,","1-4 yrs","2009","2009","8","Chronic Low. Respiratory Disease","36"
"United States","Males","All Races,","1-4 yrs","2009","2009","9","Perinatal Period","33"
"United States","Males","All Races,","1-4 yrs","2009","2009","10","Benign Neoplasms","30"
"United States","Males","All Races,","5-9 yrs","2009","2009","1","Unintentional Injury","460"
"United States","Males","All Races,","5-9 yrs","2009","2009","2","Malignant Neoplasms","265"
"United States","Males","All Races,","5-9 yrs","2009","2009","3","Congenital Anomalies","107"
"United States","Males","All Races,","5-9 yrs","2009","2009","4","Homicide","61"
"United States","Males","All Races,","5-9 yrs","2009","2009","5","Influenza & Pneumonia","59"
"United States","Males","All Races,","5-9 yrs","2009","2009","6","Chronic Low. Respiratory Disease","38"
"United States","Males","All Races,","5-9 yrs","2009","2009","6","Heart Disease","38"
"United States","Males","All Races,","5-9 yrs","2009","2009","7","Benign Neoplasms","23"
"United States","Males","All Races,","5-9 yrs","2009","2009","8","Cerebrovascular","18"
"United States","Males","All Races,","5-9 yrs","2009","2009","9","Septicemia","15"
"United States","Males","All Races,","10-14 yrs","2009","2009","1","Unintentional Injury","592"
"United States","Males","All Races,","10-14 yrs","2009","2009","2","Malignant Neoplasms","223"
"United States","Males","All Races,","10-14 yrs","2009","2009","3","Suicide","171"
"United States","Males","All Races,","10-14 yrs","2009","2009","4","Homicide","135"
"United States","Males","All Races,","10-14 yrs","2009","2009","5","Congenital Anomalies","99"
"United States","Males","All Races,","10-14 yrs","2009","2009","6","Heart Disease","74"
"United States","Males","All Races,","10-14 yrs","2009","2009","7","Influenza & Pneumonia","55"
"United States","Males","All Races,","10-14 yrs","2009","2009","8","Chronic Low. Respiratory Disease","39"
"United States","Males","All Races,","10-14 yrs","2009","2009","9","Benign Neoplasms","28"
"United States","Males","All Races,","10-14 yrs","2009","2009","10","Cerebrovascular","27"
"United States","Males","All Races,","15-24 yrs","2009","2009","1","Unintentional Injury","9239"
"United States","Males","All Races,","15-24 yrs","2009","2009","2","Homicide","4205"
"United States","Males","All Races,","15-24 yrs","2009","2009","3","Suicide","3595"
"United States","Males","All Races,","15-24 yrs","2009","2009","4","Malignant Neoplasms","993"
"United States","Males","All Races,","15-24 yrs","2009","2009","5","Heart Disease","687"
"United States","Males","All Races,","15-24 yrs","2009","2009","6","Congenital Anomalies","263"
"United States","Males","All Races,","15-24 yrs","2009","2009","7","Influenza & Pneumonia","224"
"United States","Males","All Races,","15-24 yrs","2009","2009","8","Cerebrovascular","108"
"United States","Males","All Races,","15-24 yrs","2009","2009","8","Chronic Low. Respiratory Disease","108"
"United States","Males","All Races,","15-24 yrs","2009","2009","9","Diabetes Mellitus","90"
"United States","Males","All Races,","25-34 yrs","2009","2009","1","Unintentional Injury","10532"
"United States","Males","All Races,","25-34 yrs","2009","2009","2","Suicide","4293"
"United States","Males","All Races,","25-34 yrs","2009","2009","3","Homicide","3481"
"United States","Males","All Races,","25-34 yrs","2009","2009","4","Heart Disease","2164"
"United States","Males","All Races,","25-34 yrs","2009","2009","5","Malignant Neoplasms","1807"
"United States","Males","All Races,","25-34 yrs","2009","2009","6","HIV","561"
"United States","Males","All Races,","25-34 yrs","2009","2009","7","Influenza & Pneumonia","422"
"United States","Males","All Races,","25-34 yrs","2009","2009","8","Diabetes Mellitus","353"
"United States","Males","All Races,","25-34 yrs","2009","2009","9","Liver Disease","305"
"United States","Males","All Races,","25-34 yrs","2009","2009","10","Cerebrovascular","298"
"United States","Males","All Races,","35-44 yrs","2009","2009","1","Unintentional Injury","10649"
"United States","Males","All Races,","35-44 yrs","2009","2009","2","Heart Disease","7738"
"United States","Males","All Races,","35-44 yrs","2009","2009","3","Malignant Neoplasms","5398"
"United States","Males","All Races,","35-44 yrs","2009","2009","4","Suicide","5142"
"United States","Males","All Races,","35-44 yrs","2009","2009","5","Homicide","2122"
"United States","Males","All Races,","35-44 yrs","2009","2009","6","HIV","1689"
"United States","Males","All Races,","35-44 yrs","2009","2009","7","Liver Disease","1648"
"United States","Males","All Races,","35-44 yrs","2009","2009","8","Diabetes Mellitus","1208"
"United States","Males","All Races,","35-44 yrs","2009","2009","9","Cerebrovascular","1044"
"United States","Males","All Races,","35-44 yrs","2009","2009","10","Influenza & Pneumonia","732"
"United States","Males","All Races,","45-54 yrs","2009","2009","1","Heart Disease","26432"
"United States","Males","All Races,","45-54 yrs","2009","2009","2","Malignant Neoplasms","25447"
"United States","Males","All Races,","45-54 yrs","2009","2009","3","Unintentional Injury","13454"
"United States","Males","All Races,","45-54 yrs","2009","2009","4","Suicide","6469"
"United States","Males","All Races,","45-54 yrs","2009","2009","5","Liver Disease","5757"
"United States","Males","All Races,","45-54 yrs","2009","2009","6","Diabetes Mellitus","3602"
"United States","Males","All Races,","45-54 yrs","2009","2009","7","Cerebrovascular","3385"
"United States","Males","All Races,","45-54 yrs","2009","2009","8","HIV","2480"
"United States","Males","All Races,","45-54 yrs","2009","2009","9","Chronic Low. Respiratory Disease","2270"
"United States","Males","All Races,","45-54 yrs","2009","2009","10","Viral Hepatitis","1805"
"United States","Males","All Races,","55-64 yrs","2009","2009","1","Malignant Neoplasms","59058"
"United States","Males","All Races,","55-64 yrs","2009","2009","2","Heart Disease","46802"
"United States","Males","All Races,","55-64 yrs","2009","2009","3","Unintentional Injury","8960"
"United States","Males","All Races,","55-64 yrs","2009","2009","4","Chronic Low. Respiratory Disease","7354"
"United States","Males","All Races,","55-64 yrs","2009","2009","5","Diabetes Mellitus","6837"
"United States","Males","All Races,","55-64 yrs","2009","2009","6","Liver Disease","6474"
"United States","Males","All Races,","55-64 yrs","2009","2009","7","Cerebrovascular","5977"
"United States","Males","All Races,","55-64 yrs","2009","2009","8","Suicide","4457"
"United States","Males","All Races,","55-64 yrs","2009","2009","9","Nephritis","2707"
"United States","Males","All Races,","55-64 yrs","2009","2009","10","Septicemia","2445"
"United States","Males","All Races,","65+ yrs","2009","2009","1","Heart Disease","222976"
"United States","Males","All Races,","65+ yrs","2009","2009","2","Malignant Neoplasms","203343"
"United States","Males","All Races,","65+ yrs","2009","2009","3","Chronic Low. Respiratory Disease","54758"
"United States","Males","All Races,","65+ yrs","2009","2009","4","Cerebrovascular","41102"
"United States","Males","All Races,","65+ yrs","2009","2009","5","Alzheimer's Disease","23516"
"United States","Males","All Races,","65+ yrs","2009","2009","6","Diabetes Mellitus","22949"
"United States","Males","All Races,","65+ yrs","2009","2009","7","Influenza & Pneumonia","19532"
"United States","Males","All Races,","65+ yrs","2009","2009","8","Unintentional Injury","19477"
"United States","Males","All Races,","65+ yrs","2009","2009","9","Nephritis","19143"
"United States","Males","All Races,","65+ yrs","2009","2009","10","Parkinson's Disease","11740"
"United States","Males","All Races,","All Ages","2009","2009","1","Heart Disease","307225"
"United States","Males","All Races,","All Ages","2009","2009","2","Malignant Neoplasms","296763"
"United States","Males","All Races,","All Ages","2009","2009","3","Unintentional Injury","75022"
"United States","Males","All Races,","All Ages","2009","2009","4","Chronic Low. Respiratory Disease","65119"
"United States","Males","All Races,","All Ages","2009","2009","5","Cerebrovascular","52073"
"United States","Males","All Races,","All Ages","2009","2009","6","Diabetes Mellitus","35054"
"United States","Males","All Races,","All Ages","2009","2009","7","Suicide","29089"
"United States","Males","All Races,","All Ages","2009","2009","8","Influenza & Pneumonia","25128"
"United States","Males","All Races,","All Ages","2009","2009","9","Nephritis","23930"
"United States","Males","All Races,","All Ages","2009","2009","10","Alzheimer's Disease","23900"
