"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","<1 yrs","2019","2019","1","Congenital Anomalies","2248"
"United States","Males","All Races,","<1 yrs","2019","2019","2","Short Gestation","1964"
"United States","Males","All Races,","<1 yrs","2019","2019","3","Unintentional Injury","753"
"United States","Males","All Races,","<1 yrs","2019","2019","4","SIDS","709"
"United States","Males","All Races,","<1 yrs","2019","2019","5","Maternal Pregnancy Comp.","704"
"United States","Males","All Races,","<1 yrs","2019","2019","6","Placenta  Cord Membranes","404"
"United States","Males","All Races,","<1 yrs","2019","2019","7","Bacterial Sepsis","344"
"United States","Males","All Races,","<1 yrs","2019","2019","8","Respiratory Distress","247"
"United States","Males","All Races,","<1 yrs","2019","2019","9","Circulatory System Disease","227"
"United States","Males","All Races,","<1 yrs","2019","2019","10","Necrotizing Enterocolitis","191"
"United States","Males","All Races,","1-4 yrs","2019","2019","1","Unintentional Injury","672"
"United States","Males","All Races,","1-4 yrs","2019","2019","2","Congenital Anomalies","209"
"United States","Males","All Races,","1-4 yrs","2019","2019","3","Homicide","162"
"United States","Males","All Races,","1-4 yrs","2019","2019","4","Malignant Neoplasms","150"
"United States","Males","All Races,","1-4 yrs","2019","2019","5","Heart Disease","72"
"United States","Males","All Races,","1-4 yrs","2019","2019","6","Influenza & Pneumonia","64"
"United States","Males","All Races,","1-4 yrs","2019","2019","7","Cerebrovascular","30"
"United States","Males","All Races,","1-4 yrs","2019","2019","8","Benign Neoplasms","29"
"United States","Males","All Races,","1-4 yrs","2019","2019","9","Perinatal Period","25"
"United States","Males","All Races,","1-4 yrs","2019","2019","10","Septicemia","24"
"United States","Males","All Races,","5-9 yrs","2019","2019","1","Unintentional Injury","417"
"United States","Males","All Races,","5-9 yrs","2019","2019","2","Malignant Neoplasms","193"
"United States","Males","All Races,","5-9 yrs","2019","2019","3","Congenital Anomalies","106"
"United States","Males","All Races,","5-9 yrs","2019","2019","4","Homicide","97"
"United States","Males","All Races,","5-9 yrs","2019","2019","5","Chronic Low. Respiratory Disease","46"
"United States","Males","All Races,","5-9 yrs","2019","2019","6","Heart Disease","43"
"United States","Males","All Races,","5-9 yrs","2019","2019","7","Influenza & Pneumonia","24"
"United States","Males","All Races,","5-9 yrs","2019","2019","8","Cerebrovascular","20"
"United States","Males","All Races,","5-9 yrs","2019","2019","9","Septicemia","14"
"United States","Males","All Races,","5-9 yrs","2019","2019","10","Benign Neoplasms","12"
"United States","Males","All Races,","10-14 yrs","2019","2019","1","Unintentional Injury","510"
"United States","Males","All Races,","10-14 yrs","2019","2019","2","Suicide","331"
"United States","Males","All Races,","10-14 yrs","2019","2019","3","Malignant Neoplasms","221"
"United States","Males","All Races,","10-14 yrs","2019","2019","4","Homicide","140"
"United States","Males","All Races,","10-14 yrs","2019","2019","5","Congenital Anomalies","106"
"United States","Males","All Races,","10-14 yrs","2019","2019","6","Chronic Low. Respiratory Disease","54"
"United States","Males","All Races,","10-14 yrs","2019","2019","7","Heart Disease","43"
"United States","Males","All Races,","10-14 yrs","2019","2019","8","Influenza & Pneumonia","30"
"United States","Males","All Races,","10-14 yrs","2019","2019","9","Cerebrovascular","24"
"United States","Males","All Races,","10-14 yrs","2019","2019","10","Benign Neoplasms","17"
"United States","Males","All Races,","15-24 yrs","2019","2019","1","Unintentional Injury","8529"
"United States","Males","All Races,","15-24 yrs","2019","2019","2","Suicide","4800"
"United States","Males","All Races,","15-24 yrs","2019","2019","3","Homicide","4081"
"United States","Males","All Races,","15-24 yrs","2019","2019","4","Malignant Neoplasms","827"
"United States","Males","All Races,","15-24 yrs","2019","2019","5","Heart Disease","526"
"United States","Males","All Races,","15-24 yrs","2019","2019","6","Congenital Anomalies","221"
"United States","Males","All Races,","15-24 yrs","2019","2019","7","Diabetes Mellitus","141"
