"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","<1 yrs","2014","2014","1","Congenital Anomalies","2444"
"United States","Males","All Races,","<1 yrs","2014","2014","2","Short Gestation","2370"
"United States","Males","All Races,","<1 yrs","2014","2014","3","SIDS","924"
"United States","Males","All Races,","<1 yrs","2014","2014","4","Maternal Pregnancy Comp.","916"
"United States","Males","All Races,","<1 yrs","2014","2014","5","Unintentional Injury","663"
"United States","Males","All Races,","<1 yrs","2014","2014","6","Placenta  Cord Membranes","499"
"United States","Males","All Races,","<1 yrs","2014","2014","7","Bacterial Sepsis","298"
"United States","Males","All Races,","<1 yrs","2014","2014","8","Neonatal Hemorrhage","271"
"United States","Males","All Races,","<1 yrs","2014","2014","9","Respiratory Distress","269"
"United States","Males","All Races,","<1 yrs","2014","2014","10","Circulatory System Disease","247"
"United States","Males","All Races,","1-4 yrs","2014","2014","1","Unintentional Injury","744"
"United States","Males","All Races,","1-4 yrs","2014","2014","2","Congenital Anomalies","219"
"United States","Males","All Races,","1-4 yrs","2014","2014","3","Homicide","196"
"United States","Males","All Races,","1-4 yrs","2014","2014","4","Malignant Neoplasms","182"
"United States","Males","All Races,","1-4 yrs","2014","2014","5","Heart Disease","76"
"United States","Males","All Races,","1-4 yrs","2014","2014","6","Influenza & Pneumonia","57"
"United States","Males","All Races,","1-4 yrs","2014","2014","7","Chronic Low. Respiratory Disease","30"
"United States","Males","All Races,","1-4 yrs","2014","2014","8","Perinatal Period","24"
"United States","Males","All Races,","1-4 yrs","2014","2014","9","Septicemia","23"
"United States","Males","All Races,","1-4 yrs","2014","2014","10","Benign Neoplasms","19"
"United States","Males","All Races,","5-9 yrs","2014","2014","1","Unintentional Injury","464"
"United States","Males","All Races,","5-9 yrs","2014","2014","2","Malignant Neoplasms","242"
"United States","Males","All Races,","5-9 yrs","2014","2014","3","Congenital Anomalies","89"
"United States","Males","All Races,","5-9 yrs","2014","2014","4","Homicide","61"
"United States","Males","All Races,","5-9 yrs","2014","2014","5","Chronic Low. Respiratory Disease","46"
"United States","Males","All Races,","5-9 yrs","2014","2014","6","Heart Disease","40"
"United States","Males","All Races,","5-9 yrs","2014","2014","7","Influenza & Pneumonia","29"
"United States","Males","All Races,","5-9 yrs","2014","2014","8","Cerebrovascular","20"
"United States","Males","All Races,","5-9 yrs","2014","2014","9","Septicemia","17"
"United States","Males","All Races,","5-9 yrs","2014","2014","10","Benign Neoplasms","15"
"United States","Males","All Races,","10-14 yrs","2014","2014","1","Unintentional Injury","504"
"United States","Males","All Races,","10-14 yrs","2014","2014","2","Suicide","275"
"United States","Males","All Races,","10-14 yrs","2014","2014","3","Malignant Neoplasms","246"
"United States","Males","All Races,","10-14 yrs","2014","2014","4","Homicide","105"
