"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2009","2009","1","Congenital Anomalies","2553"
"United States","Females","All Races,","<1 yrs","2009","2009","2","Short Gestation","1991"
"United States","Females","All Races,","<1 yrs","2009","2009","3","SIDS","922"
"United States","Females","All Races,","<1 yrs","2009","2009","4","Maternal Pregnancy Comp.","696"
"United States","Females","All Races,","<1 yrs","2009","2009","5","Placenta  Cord Membranes","491"
"United States","Females","All Races,","<1 yrs","2009","2009","6","Unintentional Injury","482"
"United States","Females","All Races,","<1 yrs","2009","2009","7","Bacterial Sepsis","284"
"United States","Females","All Races,","<1 yrs","2009","2009","8","Circulatory System Disease","254"
"United States","Females","All Races,","<1 yrs","2009","2009","9","Respiratory Distress","243"
"United States","Females","All Races,","<1 yrs","2009","2009","10","Necrotizing Enterocolitis","207"
"United States","Females","All Races,","1-4 yrs","2009","2009","1","Unintentional Injury","541"
"United States","Females","All Races,","1-4 yrs","2009","2009","2","Congenital Anomalies","234"
"United States","Females","All Races,","1-4 yrs","2009","2009","3","Homicide","188"
"United States","Females","All Races,","1-4 yrs","2009","2009","4","Malignant Neoplasms","170"
"United States","Females","All Races,","1-4 yrs","2009","2009","5","Influenza & Pneumonia","82"
"United States","Females","All Races,","1-4 yrs","2009","2009","6","Heart Disease","77"
"United States","Females","All Races,","1-4 yrs","2009","2009","7","Septicemia","31"
"United States","Females","All Races,","1-4 yrs","2009","2009","8","Chronic Low. Respiratory Disease","30"
"United States","Females","All Races,","1-4 yrs","2009","2009","9","Perinatal Period","25"
"United States","Females","All Races,","1-4 yrs","2009","2009","10","Benign Neoplasms","23"
"United States","Females","All Races,","5-9 yrs","2009","2009","1","Unintentional Injury","313"
"United States","Females","All Races,","5-9 yrs","2009","2009","2","Malignant Neoplasms","212"
"United States","Females","All Races,","5-9 yrs","2009","2009","3","Congenital Anomalies","88"
"United States","Females","All Races,","5-9 yrs","2009","2009","4","Heart Disease","59"
"United States","Females","All Races,","5-9 yrs","2009","2009","5","Homicide","58"
"United States","Females","All Races,","5-9 yrs","2009","2009","6","Influenza & Pneumonia","47"
"United States","Females","All Races,","5-9 yrs","2009","2009","7","Chronic Low. Respiratory Disease","26"
"United States","Females","All Races,","5-9 yrs","2009","2009","8","Septicemia","18"
"United States","Females","All Races,","5-9 yrs","2009","2009","9","Benign Neoplasms","17"
"United States","Females","All Races,","5-9 yrs","2009","2009","10","Cerebrovascular","14"
"United States","Females","All Races,","10-14 yrs","2009","2009","1","Unintentional Injury","324"
"United States","Females","All Races,","10-14 yrs","2009","2009","2","Malignant Neoplasms","196"
"United States","Females","All Races,","10-14 yrs","2009","2009","3","Suicide","88"
"United States","Females","All Races,","10-14 yrs","2009","2009","4","Congenital Anomalies","70"
"United States","Females","All Races,","10-14 yrs","2009","2009","5","Influenza & Pneumonia","67"
"United States","Females","All Races,","10-14 yrs","2009","2009","6","Homicide","51"
"United States","Females","All Races,","10-14 yrs","2009","2009","7","Heart Disease","46"
"United States","Females","All Races,","10-14 yrs","2009","2009","8","Septicemia","25"
"United States","Females","All Races,","10-14 yrs","2009","2009","9","Chronic Low. Respiratory Disease","20"
"United States","Females","All Races,","10-14 yrs","2009","2009","10","Benign Neoplasms","17"
"United States","Females","All Races,","15-24 yrs","2009","2009","1","Unintentional Injury","3219"
"United States","Females","All Races,","15-24 yrs","2009","2009","2","Suicide","776"
"United States","Females","All Races,","15-24 yrs","2009","2009","3","Homicide","657"
"United States","Females","All Races,","15-24 yrs","2009","2009","4","Malignant Neoplasms","643"
"United States","Females","All Races,","15-24 yrs","2009","2009","5","Heart Disease","348"
"United States","Females","All Races,","15-24 yrs","2009","2009","6","Complicated Pregnancy","227"
"United States","Females","All Races,","15-24 yrs","2009","2009","7","Congenital Anomalies","194"
"United States","Females","All Races,","15-24 yrs","2009","2009","7","Influenza & Pneumonia","194"
"United States","Females","All Races,","15-24 yrs","2009","2009","8","Cerebrovascular","85"
"United States","Females","All Races,","15-24 yrs","2009","2009","9","Chronic Low. Respiratory Disease","79"
"United States","Females","All Races,","25-34 yrs","2009","2009","1","Unintentional Injury","3530"
"United States","Females","All Races,","25-34 yrs","2009","2009","2","Malignant Neoplasms","1852"
"United States","Females","All Races,","25-34 yrs","2009","2009","3","Suicide","1027"
"United States","Females","All Races,","25-34 yrs","2009","2009","4","Heart Disease","1010"
"United States","Females","All Races,","25-34 yrs","2009","2009","5","Homicide","741"
