"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2011","2011","1","Congenital Anomalies","2383"
"United States","Females","All Races,","<1 yrs","2011","2011","2","Short Gestation","1833"
"United States","Females","All Races,","<1 yrs","2011","2011","3","SIDS","802"
"United States","Females","All Races,","<1 yrs","2011","2011","4","Maternal Pregnancy Comp.","687"
"United States","Females","All Races,","<1 yrs","2011","2011","5","Unintentional Injury","516"
"United States","Females","All Races,","<1 yrs","2011","2011","6","Placenta  Cord Membranes","456"
"United States","Females","All Races,","<1 yrs","2011","2011","7","Respiratory Distress","237"
"United States","Females","All Races,","<1 yrs","2011","2011","8","Bacterial Sepsis","233"
"United States","Females","All Races,","<1 yrs","2011","2011","9","Circulatory System Disease","232"
"United States","Females","All Races,","<1 yrs","2011","2011","10","Neonatal Hemorrhage","190"
"United States","Females","All Races,","1-4 yrs","2011","2011","1","Unintentional Injury","538"
"United States","Females","All Races,","1-4 yrs","2011","2011","2","Congenital Anomalies","227"
"United States","Females","All Races,","1-4 yrs","2011","2011","3","Homicide","173"
"United States","Females","All Races,","1-4 yrs","2011","2011","4","Malignant Neoplasms","170"
"United States","Females","All Races,","1-4 yrs","2011","2011","5","Heart Disease","81"
"United States","Females","All Races,","1-4 yrs","2011","2011","6","Influenza & Pneumonia","57"
"United States","Females","All Races,","1-4 yrs","2011","2011","7","Septicemia","35"
"United States","Females","All Races,","1-4 yrs","2011","2011","8","Benign Neoplasms","19"
"United States","Females","All Races,","1-4 yrs","2011","2011","9","Chronic Low. Respiratory Disease","16"
"United States","Females","All Races,","1-4 yrs","2011","2011","10","Perinatal Period","14"
"United States","Females","All Races,","5-9 yrs","2011","2011","1","Unintentional Injury","300"
"United States","Females","All Races,","5-9 yrs","2011","2011","2","Malignant Neoplasms","197"
"United States","Females","All Races,","5-9 yrs","2011","2011","3","Congenital Anomalies","73"
"United States","Females","All Races,","5-9 yrs","2011","2011","4","Heart Disease","54"
"United States","Females","All Races,","5-9 yrs","2011","2011","4","Homicide","54"
"United States","Females","All Races,","5-9 yrs","2011","2011","5","Influenza & Pneumonia","31"
"United States","Females","All Races,","5-9 yrs","2011","2011","6","Septicemia","24"
"United States","Females","All Races,","5-9 yrs","2011","2011","7","Benign Neoplasms","21"
"United States","Females","All Races,","5-9 yrs","2011","2011","7","Cerebrovascular","21"
"United States","Females","All Races,","5-9 yrs","2011","2011","8","Chronic Low. Respiratory Disease","20"
"United States","Females","All Races,","10-14 yrs","2011","2011","1","Unintentional Injury","302"
"United States","Females","All Races,","10-14 yrs","2011","2011","2","Malignant Neoplasms","180"
"United States","Females","All Races,","10-14 yrs","2011","2011","3","Congenital Anomalies","87"
"United States","Females","All Races,","10-14 yrs","2011","2011","4","Suicide","85"
"United States","Females","All Races,","10-14 yrs","2011","2011","5","Heart Disease","54"
"United States","Females","All Races,","10-14 yrs","2011","2011","6","Homicide","51"
"United States","Females","All Races,","10-14 yrs","2011","2011","7","Chronic Low. Respiratory Disease","29"
"United States","Females","All Races,","10-14 yrs","2011","2011","8","Influenza & Pneumonia","24"
"United States","Females","All Races,","10-14 yrs","2011","2011","9","Cerebrovascular","20"
"United States","Females","All Races,","10-14 yrs","2011","2011","10","Diabetes Mellitus","15"
"United States","Females","All Races,","15-24 yrs","2011","2011","1","Unintentional Injury","3158"
