"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2008","2008","1","Congenital Anomalies","2671"
"United States","Females","All Races,","<1 yrs","2008","2008","2","Short Gestation","2077"
"United States","Females","All Races,","<1 yrs","2008","2008","3","SIDS","974"
"United States","Females","All Races,","<1 yrs","2008","2008","4","Maternal Pregnancy Comp.","755"
"United States","Females","All Races,","<1 yrs","2008","2008","5","Unintentional Injury","586"
"United States","Females","All Races,","<1 yrs","2008","2008","6","Placenta  Cord Membranes","503"
"United States","Females","All Races,","<1 yrs","2008","2008","7","Bacterial Sepsis","302"
"United States","Females","All Races,","<1 yrs","2008","2008","8","Circulatory System Disease","265"
"United States","Females","All Races,","<1 yrs","2008","2008","9","Respiratory Distress","249"
"United States","Females","All Races,","<1 yrs","2008","2008","10","Necrotizing Enterocolitis","233"
"United States","Females","All Races,","1-4 yrs","2008","2008","1","Unintentional Injury","566"
"United States","Females","All Races,","1-4 yrs","2008","2008","2","Congenital Anomalies","248"
"United States","Females","All Races,","1-4 yrs","2008","2008","3","Homicide","187"
"United States","Females","All Races,","1-4 yrs","2008","2008","4","Malignant Neoplasms","176"
"United States","Females","All Races,","1-4 yrs","2008","2008","5","Heart Disease","89"
"United States","Females","All Races,","1-4 yrs","2008","2008","6","Influenza & Pneumonia","73"
"United States","Females","All Races,","1-4 yrs","2008","2008","7","Septicemia","51"
"United States","Females","All Races,","1-4 yrs","2008","2008","8","Cerebrovascular","34"
"United States","Females","All Races,","1-4 yrs","2008","2008","9","Benign Neoplasms","25"
"United States","Females","All Races,","1-4 yrs","2008","2008","10","Perinatal Period","24"
"United States","Females","All Races,","5-9 yrs","2008","2008","1","Unintentional Injury","328"
"United States","Females","All Races,","5-9 yrs","2008","2008","2","Malignant Neoplasms","231"
"United States","Females","All Races,","5-9 yrs","2008","2008","3","Congenital Anomalies","77"
"United States","Females","All Races,","5-9 yrs","2008","2008","4","Homicide","51"
"United States","Females","All Races,","5-9 yrs","2008","2008","5","Heart Disease","44"
"United States","Females","All Races,","5-9 yrs","2008","2008","6","Benign Neoplasms","28"
"United States","Females","All Races,","5-9 yrs","2008","2008","7","Cerebrovascular","17"
"United States","Females","All Races,","5-9 yrs","2008","2008","8","Chronic Low. Respiratory Disease","16"
"United States","Females","All Races,","5-9 yrs","2008","2008","9","Influenza & Pneumonia","14"
"United States","Females","All Races,","5-9 yrs","2008","2008","9","Perinatal Period","14"
"United States","Females","All Races,","10-14 yrs","2008","2008","1","Unintentional Injury","342"
"United States","Females","All Races,","10-14 yrs","2008","2008","2","Malignant Neoplasms","205"
"United States","Females","All Races,","10-14 yrs","2008","2008","3","Congenital Anomalies","80"
"United States","Females","All Races,","10-14 yrs","2008","2008","4","Homicide","74"
"United States","Females","All Races,","10-14 yrs","2008","2008","5","Suicide","66"
"United States","Females","All Races,","10-14 yrs","2008","2008","6","Heart Disease","57"
"United States","Females","All Races,","10-14 yrs","2008","2008","7","Chronic Low. Respiratory Disease","34"
"United States","Females","All Races,","10-14 yrs","2008","2008","8","Cerebrovascular","31"
"United States","Females","All Races,","10-14 yrs","2008","2008","9","Influenza & Pneumonia","28"
"United States","Females","All Races,","10-14 yrs","2008","2008","10","Septicemia","20"
"United States","Females","All Races,","15-24 yrs","2008","2008","1","Unintentional Injury","3460"
"United States","Females","All Races,","15-24 yrs","2008","2008","2","Suicide","738"
"United States","Females","All Races,","15-24 yrs","2008","2008","3","Homicide","702"
"United States","Females","All Races,","15-24 yrs","2008","2008","4","Malignant Neoplasms","642"
"United States","Females","All Races,","15-24 yrs","2008","2008","5","Heart Disease","330"
"United States","Females","All Races,","15-24 yrs","2008","2008","6","Congenital Anomalies","182"
"United States","Females","All Races,","15-24 yrs","2008","2008","7","Complicated Pregnancy","169"
"United States","Females","All Races,","15-24 yrs","2008","2008","8","Influenza & Pneumonia","82"
"United States","Females","All Races,","15-24 yrs","2008","2008","9","Cerebrovascular","79"
"United States","Females","All Races,","15-24 yrs","2008","2008","10","HIV","78"
"United States","Females","All Races,","25-34 yrs","2008","2008","1","Unintentional Injury","3365"
"United States","Females","All Races,","25-34 yrs","2008","2008","2","Malignant Neoplasms","1751"
"United States","Females","All Races,","25-34 yrs","2008","2008","3","Heart Disease","1078"
"United States","Females","All Races,","25-34 yrs","2008","2008","4","Suicide","1027"
"United States","Females","All Races,","25-34 yrs","2008","2008","5","Homicide","715"
"United States","Females","All Races,","25-34 yrs","2008","2008","6","HIV","369"
"United States","Females","All Races,","25-34 yrs","2008","2008","7","Complicated Pregnancy","352"
"United States","Females","All Races,","25-34 yrs","2008","2008","8","Diabetes Mellitus","251"
"United States","Females","All Races,","25-34 yrs","2008","2008","9","Cerebrovascular","243"
"United States","Females","All Races,","25-34 yrs","2008","2008","10","Septicemia","171"
"United States","Females","All Races,","35-44 yrs","2008","2008","1","Malignant Neoplasms","7207"
"United States","Females","All Races,","35-44 yrs","2008","2008","2","Unintentional Injury","4743"
"United States","Females","All Races,","35-44 yrs","2008","2008","3","Heart Disease","3484"
"United States","Females","All Races,","35-44 yrs","2008","2008","4","Suicide","1578"
"United States","Females","All Races,","35-44 yrs","2008","2008","5","Cerebrovascular","952"
"United States","Females","All Races,","35-44 yrs","2008","2008","6","HIV","891"
"United States","Females","All Races,","35-44 yrs","2008","2008","7","Liver Disease","877"
"United States","Females","All Races,","35-44 yrs","2008","2008","8","Diabetes Mellitus","711"
"United States","Females","All Races,","35-44 yrs","2008","2008","9","Homicide","658"
"United States","Females","All Races,","35-44 yrs","2008","2008","10","Septicemia","426"
"United States","Females","All Races,","45-54 yrs","2008","2008","1","Malignant Neoplasms","24678"
"United States","Females","All Races,","45-54 yrs","2008","2008","2","Heart Disease","11021"
"United States","Females","All Races,","45-54 yrs","2008","2008","3","Unintentional Injury","6472"
"United States","Females","All Races,","45-54 yrs","2008","2008","4","Cerebrovascular","2766"
"United States","Females","All Races,","45-54 yrs","2008","2008","5","Liver Disease","2441"
"United States","Females","All Races,","45-54 yrs","2008","2008","6","Chronic Low. Respiratory Disease","2180"
"United States","Females","All Races,","45-54 yrs","2008","2008","7","Diabetes Mellitus","2130"
"United States","Females","All Races,","45-54 yrs","2008","2008","8","Suicide","2041"
"United States","Females","All Races,","45-54 yrs","2008","2008","9","Septicemia","1179"
"United States","Females","All Races,","45-54 yrs","2008","2008","10","Influenza & Pneumonia","1009"
"United States","Females","All Races,","55-64 yrs","2008","2008","1","Malignant Neoplasms","46549"
"United States","Females","All Races,","55-64 yrs","2008","2008","2","Heart Disease","20441"
"United States","Females","All Races,","55-64 yrs","2008","2008","3","Chronic Low. Respiratory Disease","6679"
"United States","Females","All Races,","55-64 yrs","2008","2008","4","Diabetes Mellitus","4678"
"United States","Females","All Races,","55-64 yrs","2008","2008","5","Cerebrovascular","4607"
"United States","Females","All Races,","55-64 yrs","2008","2008","6","Unintentional Injury","3891"
"United States","Females","All Races,","55-64 yrs","2008","2008","7","Liver Disease","2418"
"United States","Females","All Races,","55-64 yrs","2008","2008","8","Septicemia","2138"
"United States","Females","All Races,","55-64 yrs","2008","2008","9","Nephritis","2130"
"United States","Females","All Races,","55-64 yrs","2008","2008","10","Influenza & Pneumonia","1552"
"United States","Females","All Races,","65+ yrs","2008","2008","1","Heart Disease","268893"
"United States","Females","All Races,","65+ yrs","2008","2008","2","Malignant Neoplasms","188746"
"United States","Females","All Races,","65+ yrs","2008","2008","3","Cerebrovascular","71819"
"United States","Females","All Races,","65+ yrs","2008","2008","4","Chronic Low. Respiratory Disease","64414"
"United States","Females","All Races,","65+ yrs","2008","2008","5","Alzheimer's Disease","57445"
"United States","Females","All Races,","65+ yrs","2008","2008","6","Diabetes Mellitus","27340"
"United States","Females","All Races,","65+ yrs","2008","2008","7","Influenza & Pneumonia","27296"
"United States","Females","All Races,","65+ yrs","2008","2008","8","Nephritis","21100"
"United States","Females","All Races,","65+ yrs","2008","2008","9","Unintentional Injury","19767"
"United States","Females","All Races,","65+ yrs","2008","2008","10","Septicemia","15384"
"United States","Females","All Races,","All Ages","2008","2008","1","Heart Disease","305627"
"United States","Females","All Races,","All Ages","2008","2008","2","Malignant Neoplasms","270210"
"United States","Females","All Races,","All Ages","2008","2008","3","Cerebrovascular","80623"
"United States","Females","All Races,","All Ages","2008","2008","4","Chronic Low. Respiratory Disease","73968"
"United States","Females","All Races,","All Ages","2008","2008","5","Alzheimer's Disease","57919"
"United States","Females","All Races,","All Ages","2008","2008","6","Unintentional Injury","43524"
"United States","Females","All Races,","All Ages","2008","2008","7","Diabetes Mellitus","35207"
"United States","Females","All Races,","All Ages","2008","2008","8","Influenza & Pneumonia","30713"
"United States","Females","All Races,","All Ages","2008","2008","9","Nephritis","24704"
"United States","Females","All Races,","All Ages","2008","2008","10","Septicemia","19599"
