"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2012","2012","1","Congenital Anomalies","2382"
"United States","Females","All Races,","<1 yrs","2012","2012","2","Short Gestation","1846"
"United States","Females","All Races,","<1 yrs","2012","2012","3","SIDS","719"
"United States","Females","All Races,","<1 yrs","2012","2012","4","Maternal Pregnancy Comp.","636"
"United States","Females","All Races,","<1 yrs","2012","2012","5","Unintentional Injury","494"
"United States","Females","All Races,","<1 yrs","2012","2012","6","Placenta  Cord Membranes","465"
"United States","Females","All Races,","<1 yrs","2012","2012","7","Bacterial Sepsis","250"
"United States","Females","All Races,","<1 yrs","2012","2012","8","Circulatory System Disease","220"
"United States","Females","All Races,","<1 yrs","2012","2012","9","Respiratory Distress","197"
"United States","Females","All Races,","<1 yrs","2012","2012","10","Neonatal Hemorrhage","169"
"United States","Females","All Races,","1-4 yrs","2012","2012","1","Unintentional Injury","547"
"United States","Females","All Races,","1-4 yrs","2012","2012","2","Congenital Anomalies","226"
"United States","Females","All Races,","1-4 yrs","2012","2012","3","Malignant Neoplasms","174"
"United States","Females","All Races,","1-4 yrs","2012","2012","4","Homicide","142"
"United States","Females","All Races,","1-4 yrs","2012","2012","5","Heart Disease","74"
"United States","Females","All Races,","1-4 yrs","2012","2012","6","Influenza & Pneumonia","38"
"United States","Females","All Races,","1-4 yrs","2012","2012","7","Benign Neoplasms","35"
"United States","Females","All Races,","1-4 yrs","2012","2012","8","Septicemia","33"
"United States","Females","All Races,","1-4 yrs","2012","2012","9","Cerebrovascular","20"
"United States","Females","All Races,","1-4 yrs","2012","2012","10","Chronic Low. Respiratory Disease","16"
"United States","Females","All Races,","5-9 yrs","2012","2012","1","Unintentional Injury","286"
"United States","Females","All Races,","5-9 yrs","2012","2012","2","Malignant Neoplasms","186"
"United States","Females","All Races,","5-9 yrs","2012","2012","3","Congenital Anomalies","84"
"United States","Females","All Races,","5-9 yrs","2012","2012","4","Homicide","63"
"United States","Females","All Races,","5-9 yrs","2012","2012","5","Heart Disease","34"
"United States","Females","All Races,","5-9 yrs","2012","2012","6","Chronic Low. Respiratory Disease","32"
"United States","Females","All Races,","5-9 yrs","2012","2012","7","Benign Neoplasms","24"
"United States","Females","All Races,","5-9 yrs","2012","2012","8","Influenza & Pneumonia","23"
"United States","Females","All Races,","5-9 yrs","2012","2012","9","Cerebrovascular","19"
"United States","Females","All Races,","5-9 yrs","2012","2012","10","Perinatal Period","12"
"United States","Females","All Races,","10-14 yrs","2012","2012","1","Unintentional Injury","282"
"United States","Females","All Races,","10-14 yrs","2012","2012","2","Malignant Neoplasms","213"
"United States","Females","All Races,","10-14 yrs","2012","2012","3","Suicide","85"
"United States","Females","All Races,","10-14 yrs","2012","2012","4","Congenital Anomalies","73"
"United States","Females","All Races,","10-14 yrs","2012","2012","5","Homicide","67"
"United States","Females","All Races,","10-14 yrs","2012","2012","6","Heart Disease","45"
"United States","Females","All Races,","10-14 yrs","2012","2012","7","Cerebrovascular","25"
"United States","Females","All Races,","10-14 yrs","2012","2012","7","Chronic Low. Respiratory Disease","25"
"United States","Females","All Races,","10-14 yrs","2012","2012","8","Influenza & Pneumonia","22"
"United States","Females","All Races,","10-14 yrs","2012","2012","9","Benign Neoplasms","15"
"United States","Females","All Races,","15-24 yrs","2012","2012","1","Unintentional Injury","3059"
"United States","Females","All Races,","15-24 yrs","2012","2012","2","Suicide","954"
"United States","Females","All Races,","15-24 yrs","2012","2012","3","Malignant Neoplasms","650"
"United States","Females","All Races,","15-24 yrs","2012","2012","4","Homicide","619"
"United States","Females","All Races,","15-24 yrs","2012","2012","5","Heart Disease","312"
"United States","Females","All Races,","15-24 yrs","2012","2012","6","Congenital Anomalies","173"
"United States","Females","All Races,","15-24 yrs","2012","2012","7","Complicated Pregnancy","169"
"United States","Females","All Races,","15-24 yrs","2012","2012","8","Diabetes Mellitus","90"
"United States","Females","All Races,","15-24 yrs","2012","2012","9","Cerebrovascular","75"
