"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2015","2015","1","Congenital Anomalies","2274"
"United States","Females","All Races,","<1 yrs","2015","2015","2","Short Gestation","1835"
"United States","Females","All Races,","<1 yrs","2015","2015","3","Maternal Pregnancy Comp.","668"
"United States","Females","All Races,","<1 yrs","2015","2015","4","SIDS","645"
"United States","Females","All Races,","<1 yrs","2015","2015","5","Unintentional Injury","536"
"United States","Females","All Races,","<1 yrs","2015","2015","6","Placenta  Cord Membranes","396"
"United States","Females","All Races,","<1 yrs","2015","2015","7","Bacterial Sepsis","286"
"United States","Females","All Races,","<1 yrs","2015","2015","8","Circulatory System Disease","202"
"United States","Females","All Races,","<1 yrs","2015","2015","9","Respiratory Distress","180"
"United States","Females","All Races,","<1 yrs","2015","2015","10","Neonatal Hemorrhage","171"
"United States","Females","All Races,","1-4 yrs","2015","2015","1","Unintentional Injury","467"
"United States","Females","All Races,","1-4 yrs","2015","2015","2","Congenital Anomalies","208"
"United States","Females","All Races,","1-4 yrs","2015","2015","3","Malignant Neoplasms","158"
"United States","Females","All Races,","1-4 yrs","2015","2015","4","Homicide","139"
"United States","Females","All Races,","1-4 yrs","2015","2015","5","Heart Disease","69"
"United States","Females","All Races,","1-4 yrs","2015","2015","6","Influenza & Pneumonia","39"
"United States","Females","All Races,","1-4 yrs","2015","2015","7","Septicemia","30"
"United States","Females","All Races,","1-4 yrs","2015","2015","8","Benign Neoplasms","17"
"United States","Females","All Races,","1-4 yrs","2015","2015","9","Cerebrovascular","16"
"United States","Females","All Races,","1-4 yrs","2015","2015","9","Perinatal Period","16"
"United States","Females","All Races,","5-9 yrs","2015","2015","1","Unintentional Injury","314"
"United States","Females","All Races,","5-9 yrs","2015","2015","2","Malignant Neoplasms","195"
"United States","Females","All Races,","5-9 yrs","2015","2015","3","Congenital Anomalies","76"
"United States","Females","All Races,","5-9 yrs","2015","2015","4","Homicide","55"
