"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","<1 yrs","2016","2016","1","Congenital Anomalies","2274"
"United States","Females","All Races,","<1 yrs","2016","2016","2","Short Gestation","1656"
"United States","Females","All Races,","<1 yrs","2016","2016","3","SIDS","626"
"United States","Females","All Races,","<1 yrs","2016","2016","4","Maternal Pregnancy Comp.","620"
"United States","Females","All Races,","<1 yrs","2016","2016","5","Unintentional Injury","513"
"United States","Females","All Races,","<1 yrs","2016","2016","6","Placenta  Cord Membranes","376"
"United States","Females","All Races,","<1 yrs","2016","2016","7","Bacterial Sepsis","273"
"United States","Females","All Races,","<1 yrs","2016","2016","8","Respiratory Distress","221"
"United States","Females","All Races,","<1 yrs","2016","2016","9","Circulatory System Disease","216"
"United States","Females","All Races,","<1 yrs","2016","2016","10","Necrotizing Enterocolitis","170"
"United States","Females","All Races,","1-4 yrs","2016","2016","1","Unintentional Injury","485"
"United States","Females","All Races,","1-4 yrs","2016","2016","2","Congenital Anomalies","227"
"United States","Females","All Races,","1-4 yrs","2016","2016","3","Malignant Neoplasms","171"
"United States","Females","All Races,","1-4 yrs","2016","2016","4","Homicide","163"
"United States","Females","All Races,","1-4 yrs","2016","2016","5","Heart Disease","56"
"United States","Females","All Races,","1-4 yrs","2016","2016","6","Influenza & Pneumonia","50"
"United States","Females","All Races,","1-4 yrs","2016","2016","7","Septicemia","33"
"United States","Females","All Races,","1-4 yrs","2016","2016","8","Cerebrovascular","27"
"United States","Females","All Races,","1-4 yrs","2016","2016","9","Benign Neoplasms","26"
"United States","Females","All Races,","1-4 yrs","2016","2016","10","Perinatal Period","25"
"United States","Females","All Races,","5-9 yrs","2016","2016","1","Unintentional Injury","318"
"United States","Females","All Races,","5-9 yrs","2016","2016","2","Malignant Neoplasms","196"
"United States","Females","All Races,","5-9 yrs","2016","2016","3","Congenital Anomalies","104"
"United States","Females","All Races,","5-9 yrs","2016","2016","4","Homicide","62"
"United States","Females","All Races,","5-9 yrs","2016","2016","5","Heart Disease","40"
"United States","Females","All Races,","5-9 yrs","2016","2016","6","Chronic Low. Respiratory Disease","29"
"United States","Females","All Races,","5-9 yrs","2016","2016","7","Influenza & Pneumonia","21"
"United States","Females","All Races,","5-9 yrs","2016","2016","8","Septicemia","20"
"United States","Females","All Races,","5-9 yrs","2016","2016","9","Cerebrovascular","14"
"United States","Females","All Races,","5-9 yrs","2016","2016","10","Benign Neoplasms","10"
"United States","Females","All Races,","10-14 yrs","2016","2016","1","Unintentional Injury","326"
"United States","Females","All Races,","10-14 yrs","2016","2016","2","Malignant Neoplasms","194"
"United States","Females","All Races,","10-14 yrs","2016","2016","3","Suicide","171"
"United States","Females","All Races,","10-14 yrs","2016","2016","4","Congenital Anomalies","58"
"United States","Females","All Races,","10-14 yrs","2016","2016","5","Homicide","57"
"United States","Females","All Races,","10-14 yrs","2016","2016","6","Heart Disease","49"
"United States","Females","All Races,","10-14 yrs","2016","2016","7","Chronic Low. Respiratory Disease","28"
"United States","Females","All Races,","10-14 yrs","2016","2016","8","Cerebrovascular","19"
"United States","Females","All Races,","10-14 yrs","2016","2016","9","Influenza & Pneumonia","17"
"United States","Females","All Races,","10-14 yrs","2016","2016","10","Septicemia","14"
"United States","Females","All Races,","15-24 yrs","2016","2016","1","Unintentional Injury","3654"
"United States","Females","All Races,","15-24 yrs","2016","2016","2","Suicide","1148"
"United States","Females","All Races,","15-24 yrs","2016","2016","3","Homicide","693"
"United States","Females","All Races,","15-24 yrs","2016","2016","4","Malignant Neoplasms","529"
"United States","Females","All Races,","15-24 yrs","2016","2016","5","Heart Disease","320"
"United States","Females","All Races,","15-24 yrs","2016","2016","6","Complicated Pregnancy","184"
"United States","Females","All Races,","15-24 yrs","2016","2016","7","Congenital Anomalies","157"
"United States","Females","All Races,","15-24 yrs","2016","2016","8","Diabetes Mellitus","90"
"United States","Females","All Races,","15-24 yrs","2016","2016","9","Influenza & Pneumonia","84"
"United States","Females","All Races,","15-24 yrs","2016","2016","10","Chronic Low. Respiratory Disease","79"
"United States","Females","All Races,","25-34 yrs","2016","2016","1","Unintentional Injury","6247"
"United States","Females","All Races,","25-34 yrs","2016","2016","2","Malignant Neoplasms","1966"
"United States","Females","All Races,","25-34 yrs","2016","2016","3","Suicide","1479"
"United States","Females","All Races,","25-34 yrs","2016","2016","4","Heart Disease","1141"
"United States","Females","All Races,","25-34 yrs","2016","2016","5","Homicide","836"
"United States","Females","All Races,","25-34 yrs","2016","2016","6","Complicated Pregnancy","472"
"United States","Females","All Races,","25-34 yrs","2016","2016","7","Liver Disease","360"
"United States","Females","All Races,","25-34 yrs","2016","2016","8","Diabetes Mellitus","336"
"United States","Females","All Races,","25-34 yrs","2016","2016","9","Cerebrovascular","244"
"United States","Females","All Races,","25-34 yrs","2016","2016","10","Septicemia","210"
"United States","Females","All Races,","35-44 yrs","2016","2016","1","Malignant Neoplasms","6278"
"United States","Females","All Races,","35-44 yrs","2016","2016","2","Unintentional Injury","5994"
"United States","Females","All Races,","35-44 yrs","2016","2016","3","Heart Disease","3330"
"United States","Females","All Races,","35-44 yrs","2016","2016","4","Suicide","1736"
"United States","Females","All Races,","35-44 yrs","2016","2016","5","Liver Disease","1090"
"United States","Females","All Races,","35-44 yrs","2016","2016","6","Diabetes Mellitus","811"
"United States","Females","All Races,","35-44 yrs","2016","2016","7","Cerebrovascular","791"
"United States","Females","All Races,","35-44 yrs","2016","2016","8","Homicide","661"
"United States","Females","All Races,","35-44 yrs","2016","2016","9","Septicemia","436"
"United States","Females","All Races,","35-44 yrs","2016","2016","10","Influenza & Pneumonia","402"
